,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
70673,70673,Washi Tape Set,1,Handmade/Paper Goods/Scrapbooking,,14.0,1,"Large washi tape set. Can be used for crafts, planners, bullet journals, and scrapbooking. Brand new with original packaging. --- • Free shipping on all orders! • Prices are firm. • Ships in 2-3 days. • Please read the info in my profile before sending a message/comment. Thanks everyone :)"
65322,65322,NWT Kate Spade metro watch scallop dial,1,Women/Women's Accessories/Watches,Kate Spade,55.0,1,"New with tags! Never worn before, watches just aren't my thing! Make offers!"
415763,415763,A New Twist on Tatting,3,Handmade/Patterns/Sewing,,5.0,1,"More than 100 Glorious Designs.Tatting derived from the art of knotting, like macrame, which was popular throughout Europe in the 17th and 18th centuries. Rows of knots were worked with a shuttle and thread and the resultant cord was couched in various patterns onto fabric. In the eighteenth century, when it was discovered how to form with this method, it evolved into what has become tappingThis is a light hard cover book. Free shipping"
1252308,1252308,Clear tattoo choker,1,Women/Jewelry/Necklaces,,3.0,1,Clear tattoo choker new never used will be shipped by stamp and can bundle other colors.
22078,22078,Pair Nude nipple bra pasties silicone,1,Women/Underwear/Other,,9.0,0,"Brand new, one pair Stick on and reusable Nude colored 1 pair"
930578,930578,Warhammer 40k Space Marine PS3,2,Electronics/Video Games & Consoles/Games,,9.0,0,Got it as a gift and only played it once.
960162,960162,Microsoft Surface Pen And Arc Mouse,1,Electronics/Computers & Tablets/Laptops & Netbooks,Microsoft,38.0,1,The pen has never been used. The mouse has been used maybe twice. Both are in excellent condition. Both work with the Microsoft Surface three and newer.
227537,227537,Rolf Organizer/Planner,1,Other/Office supplies/Organization,,13.0,0,"Brand new! This is an organizer and planner that has never been used. Includes calculator, agenda, daily, weekly, financial, and address tabs."
883786,883786,Victoria's Secret Snow Mint Mist 8.4 Oz,3,Beauty/Fragrance/Women,Victoria's Secret,5.0,1,"Cozy up to this limited-edition fragrance mist, a perfect holiday treat blending iced peppermint and ganache. 90% full."
134014,134014,Nike sports jacket,3,Men/Athletic Apparel/Jackets,Nike,16.0,0,Very comfortable fit and looks great men's size large
518985,518985,ON HOLD,2,Women/Shoes/Fashion Sneakers,DC Shoes,22.0,0,Hold*
960896,960896,Beauty Creations Ariel Eyeshadow Palette,1,Beauty/Makeup/Makeup Palettes,Morphe Cosmetics,26.0,0,Brand New Beauty Creations Ariel Eyeshadow Palette Highly pigmented and buttery shadows Non chalky powders Perfect palette for any makeup enthusiast or MUA Check out my other listings for more makeup Save money if you bundle with other items in my shop
735913,735913,NIP vs Pink lanyard wristlet i.d. Holder,1,Women/Women's Accessories/Wallets,PINK,22.0,1,New with tag/ new in package Vs pink Victoria's Secret pink Pink Lanyard Comes with a small strap I.D. Case I.D. Holder Wallet Wristlet Case Key holder Needs to get rid of my stuff to make a room for our on the way rainbow baby boy. Thank you. Price is firm. Thanks! Anyone's ISO? Pls comment. Affordable items? Pls check out my closet. -kjose1022
762315,762315,Lularoe Solid Black tc leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Independent,50.0,1,Brand new HTF solid black tc leggings
744576,744576,Urban decay naked skin,3,Beauty/Makeup/Face,Urban Decay,15.0,1,"Used only twice, not my color."
1422002,1422002,Men's adidas skateboarding shoes,2,Men/Shoes/Athletic,Adidas,45.0,0,Size 9.5 men's US brand new deadstock Cheapest most comfortable adidas shelltoes you will find anywhere else and they are made for skateboarding which means the insole is impact resistant and they aren't as bulky as the superstar shelltoe adidas
713349,713349,Halo Cortana figure,3,Electronics/Video Games & Consoles/Video Gaming Merchandise,Microsoft,12.0,1,Box has a little bit of ware on it
1469851,1469851,Lularoe Kids L/XL Dolls Legging,1,Kids/Girls 2T-5T/Bottoms,,39.0,0,Check my other listing for bundle and discount:)
743553,743553,Under Armour Compression Shirt,1,Men/Athletic Apparel/Shirts & Tops,Under Armour,14.0,0,Brand new. Never worn. Black. Retails for [rm].
663723,663723,34b Victoria's Secret Bombshell Bra Nude,1,Women/Underwear/Bras,Victoria's Secret,30.0,0,"New no tags, worn once for 3 hours."
469006,469006,12-18m kickee pants long sleeve onesie,1,Kids/Boys 0-24 Mos/One-Pieces,,9.0,1,"Brand new with tags ""kickee pants"" long sleeve blue unisex onesie. Kickee Pants offers Eco friendly bamboo baby clothing. No pesticides or herbicides just natural goodness. Super soft too. Retail price is 17.99 My price [rm] Shipping is included in my prices since I ship independently. Price displayed is item price+price of shipping it myself. I do provide tracking #s. [rm] (item price)+[rm] (shipping)= [rm] total"
268062,268062,B'Gosh jeans by Farm Fresh Denim,2,Kids/Boys 0-24 Mos/Bottoms,Osh Kosh B'gosh,12.0,0,No description yet
536805,536805,Rae Dunn Think Love Mugs,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Rae Dunn,26.0,0,"***Will package with great care!*** There may be some ""flaws"" however that is what makes the item unique. NEW & UNUSED: Tags have been removed. Take a close look at all of the photos and please zoom in to make sure that this is what you want to purchase and that you will be happy with it! -I am not responsible for any damage that may occur during shipping. *All sales are final.* Happy Shopping!! :)"
75858,75858,Lorica Bundle Listing,3,Women/Tops & Blouses/T-Shirts,PINK,25.0,1,"1 gray 86 vs pink shirt small 1 pink ""big heart"" vs pink shirt small 1 pink ""hire me"" vs pink shirt small"
493392,493392,NEW IVORY ELLA (S),1,Women/Tops & Blouses/T-Shirts,Comfort Colors,42.0,0,NWT - authentic
933455,933455,Fisher Price 8 BLAZE Monster Trucks,1,Kids/Toys/Toy Remote Control & Play Vehicles,Nickelodeon,28.0,0,CLEARENCED! Brand New! View All Photos! Box creases on ALL that is why they are on CLEARENCED! Price Firm! No free shipping! Will not seperate sold as a Bundle :) EACH Truck Retails [rm]+ tax EACH retail value [rm]
255173,255173,Vs 40c bra,3,Women/Underwear/Bras,Victoria's Secret,14.0,0,"Victoria secret lined perfect coverage 40c bra. Two hook clasp, adjustable straps & underwire support Bra has no tears or stains but shows normal wear. Overall in good condition Please be sure of your size before purchasing. All items are shipped USPS first class from Arizona, transit time is dependent on your distance from this state. *Bundle to save on shipping cost *Questions are gladly accepted *No free ship ❌Holds- Please be ready to purchase ❌Low balling- requests will be ignored ❌Rude comments Tags: cacique, modern movement ,Olga ,lane Bryant , torrid"
1266484,1266484,Kendra Scott Multi drusy Elisa,2,Women/Jewelry/Necklaces,Kendra Scott,54.0,0,Gold & multi drusy. The drusy has more pink/lighter tones. Beautiful! Just doesn't match the Ellie's I made so looking for one that does! Comes with dust bag & bubble wrap packing!
89987,89987,Bundle,1,Women/Athletic Apparel/Shirts & Tops,,18.0,0,NWT
1124804,1124804,Nike KD 7 Wild West GS,3,Kids/Boys (4+)/Shoes,Nike,40.0,0,"Few, barely visible scratches near back No box, will be shipped in poly bag and postal box."
64196,64196,Steve Madden combat boots,3,Women/Shoes/Boots,Steve Madden,21.0,0,Size 7m Steve Madden combat boots. Can fold down and tie all the way up. Little scruffs visible
732949,732949,Elf on the Shelf,2,Home/Home Décor/Home Décor Accents,,11.0,0,"Elf on the Shelf. Opened, but gently used. My children were not into it, but I hope it can bring joy for others."
331847,331847,Mens under armour shirt,3,Men/Athletic Apparel/Shirts & Tops,Under Armour,15.0,1,Mens under armour shirt. In size large. Color is a dark grey. In excellent condition
238814,238814,Betsey Johnson hot pink purse,1,Vintage & Collectibles/Bags and Purses/Purse,Betsey Johnson,32.0,0,Hot pink brand new with tags
793455,793455,Nwt men fossil wallet,1,Men/Men's Accessories/Wallets,Fossil,26.0,1,No description yet
1477207,1477207,❤️WINE MATTE LIPSTICK LIPLINER KIT,1,Beauty/Makeup/Lips,,9.0,1,100% AUTHENTIC BRAND NEW SEALED ❤️MATTE LIPSTICK LIPLINER KIT PRICE IS FIRM ⚡️PICTURE REFLECTS WHAT THE COLOR MAY LOOK ON THE LIPS! PLEASE KEEP IN MIND THAT IT SHOWS DIFFERENTLY ON DIFFERENT SKIN TONES IT MAY OR MAYBE NOT LOOK AS DARK!⚡️ PET AND SMOKE FREE HOME CHECK OUT MY KYLIE JENNER LIPSTICK KITS LISTINGS!
274847,274847,White crop top,3,Women/Tops & Blouses/Blouse,,15.0,0,No description yet
530207,530207,*Flash Sale* Blush Chanel WOC ❤,2,Women/Women's Handbags/Messenger & Crossbody,Chanel,191.0,0,"Brand New! Blush is the hottest color for Spring 2017 Wallet on Chain WOC Comes with cards, serial number and dustcover Beautiful Leather❤"
695429,695429,Mini Melissa New 8,1,Kids/Girls 2T-5T/Shoes,,48.0,0,New
633809,633809,Necklace,1,Women/Jewelry/Necklaces,,10.0,1,LAST ONE! Melanie Martinez necklace Crybaby Brand new Free shipping
1312515,1312515,Stampin' Up stamp pads + 1 refill,3,Kids/Toys/Arts & Crafts,,15.0,0,8 traditional style Stampin' up ink pads.. These pads still have ink. Refillable. Sage shadow Basic black Barely banana Going grey Blush blossom Glorious green Positively pink Bliss blue + refill
203830,203830,Urban Decay liquid Moondust Eye Shadow,1,Beauty/Makeup/Eyes,Urban Decay,49.0,0,New No Box All 5 are included Swipe pictures for shades Tags Too faced Benefit Tate Sephora Ultra It cosmetics Kylie cosmetics Makeup lot Makeup bundle
787262,787262,10 iPhone 5-7 charger cords,1,Electronics/Cell Phones & Accessories/Chargers & Cradles,,10.0,0,"10pc High quality Price is FIRM BEST DEAL Specifications 1 m OD 3.5 34 1 GB Wire copper performance avant-garde design, Excellent quality scope of voltage."
116714,116714,DEF JAM PS2,2,Electronics/Video Games & Consoles/Games,Sony,40.0,0,DEF JAM FIGHT FOR NY DEF JAM VENDETTA BOTH DISCS IN MINT CONDITION
808182,808182,Christopher& banks woman size large,3,Women/Sweaters/Tunic,Christopher & Banks,10.0,0,Very nice sweater. Size large. Christopher and banks. Cute button details. No rips or stains Smoke and pet free home. Cotton. Open to reasonable offers
799968,799968,Brooks Glycerin,3,Women/Shoes/Athletic,Brooks,35.0,1,"Good used condition Brooks running shoes. Have approximately 70 road miles on them. Have Brooks Addiction insoles (orange) but I purchased them new with them, from a private seller. Does not affect wear. Some surface stains as shown in photo. There are a lot of miles left in these. I just don't reach for them. Sold as-is. Ask questions before purchasing, please. Women's 11 (US), 9 (UK), 43 (EUR)"
538853,538853,Blue Hoverboard Self Balancing Scooter,4,Sports & Outdoors/Outdoors/Skateboard,Hoverboard,95.0,1,"Up for sale is a hoverboard, self balancing wheel skywalker, scooter, segway Color Blue Black Condition In working condition. Has scratches and flaws. Tested. Rides well. Includes a charger and the box."
1039585,1039585,VICTORIA'S SECRET PINK bra,3,Women/Underwear/Bras,PINK,10.0,1,Style: heartbreaker push-up bra Brand: PINK Size: 34B Color: nude with blue cheetah Great condition only worn a couple times
1209376,1209376,Taboo dress Sz medium,3,Women/Dresses/Knee-Length,Taboo,8.0,0,I bundle check out my other listings sorry no free shipping
885642,885642,Black skinny pants,3,"Women/Jeans/Slim, Skinny",Refuge,8.0,0,Good condition size 10 refuge brand high waisted black pants comfy & stretchy
820657,820657,Beautiful ladies bracelet,3,Women/Jewelry/Bracelets,Vintage,7.0,0,Silver bracelet
1052730,1052730,Nu Skin AP24 Whitenting Toothpaste x1,1,Other/Daily & Travel items/Personal Care,,15.0,1,Brand new sealed. 100% Authentic. Exp 2020
148716,148716,Pokemon Mew Super Power Bouncer Ball,2,"Vintage & Collectibles/Trading Cards/Action, Adventure",Pokemon,15.0,0,Classic Vintage Pokemon Super Bouncer Ball Great collectible right here. Factory sealed !!!!
1102456,1102456,Tommy Hilfiger plaid dress,2,Kids/Girls 0-24 Mos/Dresses,Tommy Hilfiger,8.0,1,Tommy Hilfiger plaid dress Size:12-18 months.
1263059,1263059,Sperry Top-Sider Sneakers,3,Women/Shoes/Loafers & Slip-Ons,Sperrys,29.0,0,SPERRY TOP-SIDER WOMEN’S SEACOAST FASHION SNEAKER//Canvas upper // Lace-up closure Removable PU molded footbed Size 7.5 // pre-owned sign of wear
540037,540037,Floral watercolor 18-24 romper & shoes,1,Kids/Girls 0-24 Mos/One-Pieces,,28.0,0,New sleeveless longall romper with snaps. Soft fabric and chic watercolor design. Sleeveless. Silver EZ PZ tassel shoes
889485,889485,VS Pink straw cup new,1,Women/Women's Accessories/Other,Victoria's Secret,16.0,0,Victoria's Secret Pink straw cup new
420422,420422,6 candy panda wax cups (do not buy),1,Home/Home Décor/Home Fragrance,,16.0,0,6 candy panda wax cups 6- meet me in the woods (3 from 11/16 & 3 from 2/17) + freebies of various vendors Reserved
1047621,1047621,6 Card Tom Brady NFL lot Patriots,1,Vintage & Collectibles/Trading Cards/Sports,,6.0,1,This listing is for 6 Tom Brady football cards: 2004 Donruss Classics # 57 2008 Donruss Gridiron Gear # 58 2013 Score Franchise # 285 2014 Score Hot 100 # 235 2015 Donruss # 22 2015 Topps # 125 All cards are near mint or better. Message me with any questions.
223254,223254,Fuschia Formal Dress,2,Women/Dresses/Knee-Length,Masquerade,10.0,0,"Strapless formal dress. Size 7/8. Color: Fuschia. Like new. Perfect for Prom, Homecoming, Masquerade Balls or even as a costume."
474041,474041,Pali Hawaii Jandals - Size 5 - Pink,1,Women/Shoes/Sandals,,21.0,0,"Jandals are the must have! Designed by Pali Hawaii, these awesomely comfortable sandals have been worn in Hawaii since 1983. Hawaiian Jesus Sandals - a classic comfortable style. -Lightweight -Soft flexible sole -Weave-pattern straps -Arch support -Air pocket footbed -Vegan -Size 5 - 13 -A Pali Hawaii Original The Original Hawaiian Jesus Sandals by Pali Hawaii | Copyrighted photo used with permission. No exchange, no return Please no offers. Price as listed."
151980,151980,Bundle for Whitney n,3,Beauty/Makeup/Eyes,,4.0,1,No description yet
1028805,1028805,Grey UGG Boots.,1,Women/Shoes/Boots,UGG Australia,90.0,1,Grey Ankle UGG Boots. NWT. No wear or tear.
947559,947559,"Lebron James Cavs jersey, rebook large j",4,Men/Athletic Apparel/Jerseys,Reebok,15.0,1,Has a few imperfections. I purchased this when he was first on the cavs. Thanks!
1395718,1395718,Michael Kors Multifunction Wristlet,3,Women/Women's Accessories/Wallets,Michael Kors,20.0,1,"Michael Kors Saffiano Leather Small Multifunction Wallet/Wristlet In Yellow Color. Goldtone Hardware. Used. Good Condition. Size - 6""L x 3 1/2""H x 7/8""W *No Holds"
1104378,1104378,I-Clicker 2,2,Electronics/Other/Other,,30.0,0,Barely used I Clicker 2. No signs of use. Comes with batteries and is in full working condition.
1241570,1241570,Jordan 10 Freeshipping SALE 100%,3,Men/Shoes/Athletic,Jordan,85.0,1,Clean Buy Now Condition good
149262,149262,New Without Tags Lands End Tote Bag,2,Women/Women's Handbags/Totes & Shoppers,Lands' End,20.0,1,I received this bag as a teaching gift but never wound up using it. It's in perfect condition as it has never been used.
1210013,1210013,Shakeology chocolate mix NEW,1,Other/Daily & Travel items/Sports Nutrition,,56.0,1,"1 month, 30 day supply of chocolate shakeology mix. New and unopened. However the date is 11/2015"
1127750,1127750,YSL Mon Paris,2,Beauty/Fragrance/Women,Yves Saint Laurent,85.0,1,YSL Mon Paris Eau de Parfum 3fl.oz. / 90ml Brand new and unused
131139,131139,Lot 2 pairs sterling silver earrings,3,Vintage & Collectibles/Jewelry/Earrings,,11.0,1,Lot of 2 pairs solid sterling silver hook back and secure earrings One is large star style One is onyx stone Both pairs are vintage and in great condition all ready to wear Price is for both pairs Free shipping
1347335,1347335,Large Pyrex Mixing Bowl,2,Home/Kitchen & Dining/Dining & Entertaining,Pyrex,21.0,0,This large yellow mixing bowl is in EUC. The # on the bowl is 404 & is 4 quarts. I ship within 24 hrs so you will have your items in a few days. I have more Pyrex listed and would be willing to bundle to save shipping. Please check out all my listings. Thank you
538296,538296,AE short,2,Women/Athletic Apparel/Shorts,American Eagle,19.0,0,Size 4. New without tags.
17933,17933,Dress shoes. Maryjanes baby ballet,2,Kids/Girls 0-24 Mos/Shoes,,7.0,0,Perfect for your baby in this season Fancy Sequined Cute oil maryjanes Bnwt Size 3
877354,877354,Funko Pop Indiana jones SDCC,1,Vintage & Collectibles/Toy/Action Figure,Funko,155.0,1,Funko Pop Indiana jones SDCC Mint & never taken out of box Will be shipped securely with pop protector
1481751,1481751,Nike dry fit tshirt,2,Women/Athletic Apparel/Shirts & Tops,Nike,12.0,0,Nike Dry fit Size large Great condition
391034,391034,New White lace glittery pumps,1,Women/Shoes/Pumps,,29.0,0,"New white lace glittery pumps. Size 6. 5""heel No free shipping"
201941,201941,Medium.Boyshorts Panty Bundle,1,Women/Underwear/Panties,,16.0,0,New
503804,503804,"It Works Global Shirt. Size L, fit M.",2,Women/Tops & Blouses/T-Shirts,,9.0,1,"It Works womens shirt. Fits more like a Medium. Great contition, worn very few times. It Works Issued shirt. Does have stretch/give to it. Combine more than 1 item, ill offer lower pricing!"
713572,713572,Lotion and 2 sprays,3,Beauty/Bath & Body/Sets,Victoria's Secret,14.0,0,No description yet
1081515,1081515,2 sets cables and 2 headphones,1,Electronics/Cell Phones & Accessories/Cell Phone Accessories,,10.0,1,"Free shipping 2 piece Headphones for iPhone 3, 4 4s 5 5c 5s 6 6plus 6s 6s plus 2 piece Cable for iPhone 5 5c 5s 6 6plus 6s 6s plus"
312578,312578,Carters/Old Navy Baby Bundle (14 pcs),1,Kids/Boys 0-24 Mos/Tops & T-Shirts,Carter's,35.0,1,"All brand new w/tags Carters baby boy NB bundle outfits 1st outfit is a red thermal/gray sweats 2nd outfit is gray hooded button up with blue onesie and gray sweats 3rd outfit has a longsleeved onesie, a shortsleeves onsie and camo leggings with a fox on the butt 4th outfit has black longsleeved onsie and gray sweats Carters Green Onesie 3M w/Matching Bib 2NB Old Navy Hooded Jumpsuits (Sleeper Bag not included)"
326348,326348,Black bodysuit,2,Women/Swimwear/One-Piece,FOREVER 21,11.0,0,No description yet
632598,632598,OS donuts lularoe legging free shipping,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,45.0,1,Free shipping Brand new OS donut lularoe leggings They look yummy and ready to be eaten Any questions let me know:)
989762,989762,Paisley minnie disney TC leggings,1,Women/Jeans/Leggings,LuLaRoe,24.0,0,Bnwt
374198,374198,Brand new Kate Spade fox coin purse,1,Women/Women's Accessories/Wallets,Kate Spade,33.0,0,Brand new with no tag . Never used. Never worn. In a perfect condition. Size is 4x5.5. The price is firm. Please don't waste your time bargaining. 100% cow leather.
363546,363546,EXPRESS WEDGE BOOTIES,4,Women/Shoes/Boots,Express,21.0,0,Used condition
343468,343468,40 wooden hangers,3,Home/Storage & Organization/Clothing & Closet Storage,,34.0,1,"In good used condition, downsizing and don't need so many anymore."
506308,506308,Glitter Shotgun Shell & Antler,1,Handmade/Accessories/Keychain,,8.0,0,Handmade. Waterproof Different colors.
800819,800819,(XL) VS FIRESIDE THERMAL PJ SET NWTs,1,Women/Other/Other,Victoria's Secret,30.0,0,"THIS ITEM WILL SHIP USPS Price is Firm, No trades, Will Bundle Buyer Pays for Shipping, Please Don't ask Please Check out my closet SUGGESTED RETAIL [rm] , NWTs SIZE X-LARGE Description Get into a snowed-in state of mind with this cozy cotton PJ. Pair a long-sleeve top with and a comfy legging. Slim fit Soft thermal cotton Long-sleeve top hits at hip, with scoopneck and raglan sleeves Legging with logo elastic waistband and faux button fly Legging: 30¾” inseam Contrast ribbed cuffs can be folded to alter length Comes with matching eye mask Imported cotton/polyester/spandex"
1159427,1159427,Xxs Irma NWT,1,Women/Tops & Blouses/Tunic,,30.0,1,Red /Red heathered stripe Smoke free/pet free Purchased as part of legging outfit. Ships in 1 day!
1320626,1320626,Tiffany & Company authentic ring,2,Women/Jewelry/Rings,Tiffany & Co.,84.0,0,This ring is absolutely gorgeous. This is for 2 Tiffany rings . Size 6 I'm pretty firm on this price. I don't have the little Tiffany bag or box. I do have two identical rings like this. This ones a size 6. I have another one that is a size 7.
226098,226098,Bundle Marmellata And Edgehill Dresses,1,Kids/Girls 0-24 Mos/Dresses,,26.0,0,"One Edgehill Collection and one Marmellata infant dress (stripe and dots). Size 3-6 months. Never worn or tried on, tags on. Bought for a wedding- baby turned out to be way bigger :) Retail for [rm]-60 EACH"
1193581,1193581,20 k cups,1,Home/Kitchen & Dining/Coffee & Tea Accessories,Keurig,9.0,0,Assortment of 20 k cups!!
592948,592948,925 gold plated ruby heart pendant,3,Women/Jewelry/Necklaces,,6.5,0,925 Sterling silver heart pendant with what looks to be real rubies!
661314,661314,2 summer dresses black spaghetti straps,3,"Women/Dresses/Above Knee, Mini",Express,7.0,0,Orange with spaghetti straps not sheer lined Spring cleaning
1147939,1147939,HOT!!!!!! BANDAGE DRESS!! Red & blue!,1,"Women/Dresses/Above Knee, Mini",,29.0,0,Fits small!! SIZE SMALL. NWT High quality premium bandage material!! Tops run small and red and blue are different designs. SUPER HOT
482434,482434,Blue slip on bumper iPhone 5/5s case new,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,8.0,0,Gold slip on bumper iPhone 5/5s case new
1134935,1134935,Gently used Vera Bradley campus backpack,3,Women/Women's Handbags/Backpack Style,Vera Bradley,48.0,0,Excellent used condition and very clean full size backpack
1467567,1467567,Build A Bear Werewolf Buddy Mini NWT,1,Kids/Toys/Stuffed Animals & Plush,,14.0,1,"New with tags. This is a Build A Bear Buddy, not a full size animal. Ears and feet glow in the dark."
1227280,1227280,Adidas Fx Flux,3,Men/Shoes/Athletic,Adidas,46.0,0,"In good condition, only worn once"
457648,457648,Native American Sterling onyx necklace,2,Women/Jewelry/Necklaces,Vintage,18.0,0,Native American Sterling silver onyx necklace sterling chain is 18 inches
245042,245042,Authentic leather coach bag,3,Vintage & Collectibles/Bags and Purses/Handbag,Coach,48.0,0,"Black leather, great condition!"
660091,660091,Ipsy and Sephora play samples and bags,1,Beauty/Makeup/Makeup Sets,Sephora,16.0,0,No description yet
974619,974619,Key Paris Wall Hang,1,Home/Home Décor/Home Décor Accents,,10.0,0,"From Hobby Lobby Originally [rm], never used still has tag."
847752,847752,Blue pen starter kit,1,Other/Office supplies/Electronics,,11.0,0,Blue Vape kit Fast shipping Kit includes 1pc ego+battery 1pc Ce4 atomizer 1pc usb charger 1pc blister package
277692,277692,Glueless 100% Brazilian virgin wig,1,Handmade/Accessories/Hair,,200.0,1,"Item Type: Wig Material: Human Hair Density: 180% Cap Size: ,Average Size Wigs Length: Long/ 22"" Color Type: Pure Color Suitable Dying Colors: natural color Color of Lace: Medium Brown Texture: Loose Wave Made Method: Hand Tied Can Be Permed: Yes Human Hair Type: Brazilian Hair Model Number: Unprocessed 100% Virgin Human Hair Wigs Material Grade: Virgin Hair Material Grade: Best Grade 7A Full Lace Wig/Lace Front Wig Texture: Loose Wave Lace Front Wig For Black Woman Color of lace: Light Brown/Medium Brown(Default)/ Dark Brown Lace Color Hair Color: Nature Color Wig,Can be Dyed and Bleached Baby Hair/Bleahced Knots: Lace Wig With Baby Hair/Bleached Knots Natural Hairline: Around Perimeter to Give a Natural Hairline Wig For Black Women Wig Cap Type: Glueless Cap With Combs And Adjustable Straps,Swiss lace/french lace Available Density: 180% Lace Wig Available Hair Type: Brazilian Virgin Hair Wig High Quaity: No Tangle,No Shedding,No Smell,Health Hair Wig"
1362965,1362965,Red Nike Shox,4,Women/Shoes/Athletic,Nike,23.0,0,Well worn throwback Nikes. Several scuff marks. Rips in plastic shox on shoe bottoms. Let me know if you want pictures of those. Still usable!
703668,703668,VICTORIA'S SECRET Push Up Nude Bra 32B,3,Women/Underwear/Bras,PINK,13.0,0,**** PLEASE READ THE DESCRIPTION BEFORE LEAVING COMMENTS OR BUYING Questions already answered in the description MAY BE IGNORED **** Solid nude Push Up Campus Bra VS Pink 32B Good condition. Minor signs of use such as slight creasing on the inside cups and pilling. Flaws are as shown. *** ORIGINAL PRICE: [rm] *** I have other Victoria's Secret bras for sale as well Bundle to save $ THE PRICE IS FIRM. NO FREE SHIPPING. THE PRICE IS FIRM. NO FREE SHIPPING. THE PRICE IS FIRM. NO FREE SHIPPING. THE PRICE IS FIRM. NO FREE SHIPPING.
661915,661915,Rae Dunn Christmas Spoon Holder,2,Home/Kitchen & Dining/Other,Rae Dunn,41.0,0,No description yet
14546,14546,Chance The Rapper Hat,1,Men/Men's Accessories/Hats,,14.0,1,Khaki dad hat Brand new Embroidered
5722,5722,Black Brandy Melville stay weird beanie,3,Women/Women's Accessories/Hats,Brandy Melville,9.0,0,Gently used
393987,393987,Black Eyed Peas Experience- wii NEW,1,Electronics/Video Games & Consoles/Games,Nintendo,8.0,1,"NEW and factory sealed! *Check out more games and consoles on my page. Available items are but not limited to : nes, snes, ps1, ps2, ps3, xbox, xbox 360, xbox one, wii, nintendo ds, 3ds, and more! *All are easy to find and organized into their own section, check back weekly for new sales and deals. *Ask about bundling to save money on shipping, otherwise prices are FIRM due to fees. Prices were not raised after sale fees applied. *I ship SAME OR NEXT DAY of purchase!!"
148649,148649,MAC Naked Pigment Mini LTD EDITION NEW,1,Beauty/Makeup/Eyes,MAC,8.0,1,Mini Mac Naked Pigment Limited Edition Holiday Packaging
889807,889807,Jordan 11 Low Georgetown,3,Men/Shoes/Athletic,Jordan,85.0,1,Jordan 11 Low Georgetown Besides Yellowing Of Sole's And Scratch On The Left Shoe They're In Good Condition Any Questions Feel Free To Ask 100% Authentic PRICE IS FIRM No OG Box Lowest I'll Go Is [rm] FREE SHIPPING ON ALL OF MY ITEMS SERIOUS INQUIRIES ONLY PLEASE Check Out My Listings For More Shoes And Clothes ✨
1088601,1088601,Louis Vuitton Neverfull Pouch Wristlet,2,Women/Women's Accessories/Wallets,Louis Vuitton,254.0,0,Damier Ebene Neverfull MM wristlet.
391361,391361,Nike Toddler Roshe sneaker sz 8c,3,Kids/Boys 2T-5T/Shoes,Nike,18.0,0,Still looks good. Size is 8C
1455186,1455186,VS Demi Bra,3,Women/Underwear/Bras,Victoria's Secret,15.0,0,"Hi! Everything is negotiable, yes! But lowballs are NOT welcomed. I appreciate kind and considering customers!:) I do not offer free shipping but I do offer BUNDLING!! Ask for a price, I can work something out! Save on total + combined shipping!:) *Same and next day shipping, ALWAYS!!! ❣All items are in different condition, please ask questions before buying! ❣I do my best to make sure that all of my customers have a wonderful time shipping in my closet! I'm always posting new PINK & VS items. ❣Sometimes I'll change it up and post more! I do my best to include full and detailed descriptions but please feel free to ask any questions you might have❣ ❣ My items that are on ""⚡️SALE⚡️"" are not always up for bundling prices; but some are!! So please feel free to ask. You'll always save on shipping! May show signs of minor wear: nothing effecting the bras use!!❣☺️"
717972,717972,"Brand new, New You from itworks",1,Beauty/Skin Care/Body,,25.0,1,"1 bottle New You, exp 06/2017"
936986,936986,Authentic Chanel bag,3,Women/Women's Handbags/Shoulder Bag,Chanel,236.0,0,Used but in super great condition
201248,201248,Nike shorts,3,Women/Athletic Apparel/Shorts,Nike,11.0,0,Dri fit. Worn. No flaws
214193,214193,•Bundle for Carey Wilson•,3,Other/Other/Other,,32.0,0,Miss me Jeggings and off white lace cardigan
1416665,1416665,Stunning drawstring bracelet,1,Women/Jewelry/Bracelets,,20.0,0,This silver boutique tennis bracelet features an adjustable drawstring clasp. I've gotten more compliments on my bracelet like this than any other piece of jewelry I own. You are sure to love this beautiful piece!
589693,589693,Garth Brooks cd,3,Electronics/Media/CD,,8.0,0,No description yet
691446,691446,GymShark Sleek Sculpture Mesh Leggings,1,"Women/Athletic Apparel/Pants, Tights, Leggings",Gymshark,61.0,0,Brand new with tags
502442,502442,H&M Sweater,2,"Men/Sweats & Hoodies/Sweatshirt, Pullover",H&M,19.0,0,Turtle neck sweater From H&M
